index,key,english,thai,status,notes
4493,Hints/Tutor_116,Some anomalies are documented in the Handbook. Open the Handbook.,สิ่งผิดปกติบางชนิดมีบันทึกอยู่ในคู่มือ เปิดคู่มือ,draft,
4494,Hints/Tutor_117,Here are the bookmarks for the anomaly sections.,นี่คือที่คั่นสำหรับหมวดสิ่งผิดปกติ,draft,
4495,Hints/Tutor_118,Open the section with anomalies that appear in photographs.,เปิดหมวดสิ่งผิดปกติที่ปรากฏในภาพถ่าย,draft,
4496,Hints/Tutor_119,Select the anomaly so you know exactly what to look for.,เลือกสิ่งผิดปกติเพื่อให้รู้แน่ชัดว่าต้องค้นหาอะไร,draft,
4497,Hints/Tutor_120,Now you know what the anomaly specified in the instruction looks like.,ตอนนี้คุณรู้แล้วว่าสิ่งผิดปกติที่ระบุในคำสั่งมีลักษณะอย่างไร,draft,
4498,Hints/Tutor_121,New anomalies will appear in the Handbook over time.,สิ่งผิดปกติชนิดใหม่จะเพิ่มลงในคู่มือตามความคืบหน้า,draft,
4499,Hints/Tutor_122,Press the stack of blood-type express tests to take one,กดกองชุดตรวจกรุ๊ปเลือดแบบเร่งด่วนเพื่อหยิบหนึ่งชุด,draft,
4500,Hints/Tutor_123,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
4501,Hints/Tutor_124,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
4502,Hints/Tutor_125,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
4503,Hints/Tutor_126,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
4504,Hints/Tutor_127,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
4505,Hints/Tutor_128,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
4506,Hints/Tutor_129,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
4507,Hints/Tutor_130,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
4508,Hints/Tutor_131,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
4509,Hints/Tutor_132,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
4510,Hints/Tutor_133,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
4511,Hints/Tutor_134,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
4512,Hints/Tutor_135,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
4513,Hints/Tutor_136,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
4514,Hints/Tutor_137,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
4515,Hints/Tutor_138,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
4516,Hints/Tutor_139,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
4517,Hints/Tutor_140,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
4518,Hints/Tutor_141,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
4519,Hints/Tutor_142,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
4520,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,,,untranslated,
4521,Правила /Для Японского транслитерация катаканой,,,untranslated,
4522,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",,,untranslated,
4523,UI/ProblemBaton,Report an issue,รายงานปัญหา,draft,
4524,Doc_Loc/MicroTypeSynt,Synthetic,สังเคราะห์,draft,
4525,Doc_Loc/MicroTypeCrystal,Mineral,แร่ธาตุ,draft,
4526,Doc_Loc/MicroTypeSecret,[CLASSIFIED],[CLASSIFIED],draft,
4527,Doc_Loc/MicroTypeSwarm,Swarm,ฝูง,draft,
4528,Doc_Loc/MicroTypeMagick,Metaphysical,อภิปรัชญา,draft,
4529,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,,,untranslated,
4530,Правила /Для Японского транслитерация катаканой,,,untranslated,
4531,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",,,untranslated,
4532,UI/ErrorReport,https://form.asana.com/?k=dWB4FJtsWuPqpx-tryB04Q&d=1201277484552926,,excluded,[excluded] URL ต้องคงเดิม
4533,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,,,untranslated,
4534,Правила /Для Японского транслитерация катаканой,,,untranslated,
4535,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",,,untranslated,
4536,CoordinatorReplics/UVLight_Tutor_001,Welcome to level two,ยินดีต้อนรับสู่ระดับสอง,draft,
4537,CoordinatorReplics/UVLight_Tutor_002,Thank you,ขอบคุณ,draft,
4538,CoordinatorReplics/UVLight_Tutor_003,"Your efforts, among others, helped us avoid a pandemic.",ความพยายามของคุณและคนอื่น ๆ ช่วยให้เราหลีกเลี่ยงโรคระบาดใหญ่ได้,draft,
4539,CoordinatorReplics/UVLight_Tutor_004,I'm... very glad.,ผม... ดีใจมาก,draft,
4540,CoordinatorReplics/UVLight_Tutor_005,"However, the technologies that helped us solve the problem turned out to have, let's say, not the friendliest of owners.",อย่างไรก็ตาม เทคโนโลยีที่ช่วยเราแก้ปัญหากลับมีเจ้าของที่... จะเรียกว่าไม่เป็นมิตรก็คงได้,draft,
4541,CoordinatorReplics/UVLight_Tutor_006,"However, the ""Los Evos"" fungus, which helped us solve the problem, has mutated, and it seems we're on the verge of a zombie apocalypse.",อย่างไรก็ตาม เชื้อรา ‘Los Evos’ ที่ช่วยเราแก้ปัญหาได้กลายพันธุ์ และดูเหมือนเรากำลังอยู่ริมขอบวันสิ้นโลกของซอมบี้,draft,
4542,CoordinatorReplics/UVLight_Tutor_007,"However, the Tardifuma parasite, which helped us solve the problem, turns out to be capable of secreting a specific toxin that causes a number of mutations and severe hallucinations.",อย่างไรก็ตาม ปรสิต Tardifuma ที่ช่วยเราแก้ปัญหา สามารถหลั่งสารพิษเฉพาะที่ก่อการกลายพันธุ์หลายชนิดและภาพหลอนรุนแรง,draft,
4543,CoordinatorReplics/UVLight_Tutor_008,One thing after another! What are we supposed to do?,เรื่องหนึ่งจบ อีกเรื่องก็ตามมา! เราควรทำอย่างไร?,draft,
4544,CoordinatorReplics/UVLight_Tutor_009,As always: solve the problems one at a time.,เหมือนเช่นเคย: แก้ปัญหาไปทีละอย่าง,draft,
4545,CoordinatorReplics/UVLight_Tutor_010,We'll have to resort to certain measures of secrecy.,เราต้องใช้มาตรการรักษาความลับบางอย่าง,draft,
4546,CoordinatorReplics/UVLight_Tutor_011,"In this regard, you've been issued a UV light that can be used to detect special marks on documents. Follow the instructions.",ด้วยเหตุนี้ คุณจึงได้รับหลอด UV สำหรับตรวจรอยพิเศษบนเอกสาร จงปฏิบัติตามคำสั่ง,draft,
4547,CoordinatorReplics/UVLight_Tutor_012,"Understood, sounds simple enough...",เข้าใจแล้ว ฟังดูง่ายพอ...,draft,
4548,CoordinatorReplics/UVLight_Tutor_013,Have a good shift.,ขอให้กะนี้ราบรื่น,draft,
4549,CoordinatorReplics/Rorschach_Tutor_001,Welcome to level three,ยินดีต้อนรับสู่ระดับสาม,draft,
4550,CoordinatorReplics/Rorschach_Tutor_002,"Thanks, I guess...",ขอบคุณ... มั้ง,draft,
4551,CoordinatorReplics/Rorschach_Tutor_003,"Fortunately, we managed to solve our little zombie problem.",โชคดีที่เราจัดการปัญหาซอมบี้เล็ก ๆ ของเราได้,draft,
4552,CoordinatorReplics/Rorschach_Tutor_004,"Fortunately, we managed to see off our uninvited guests and make it clear they're not welcome here.",โชคดีที่เราส่งแขกไม่ได้รับเชิญกลับไป และทำให้ชัดเจนว่าพวกเขาไม่เป็นที่ต้อนรับ,draft,
4553,CoordinatorReplics/Rorschach_Tutor_005,"Fortunately, we managed to solve the problem of... the oversized earthworm and its small group of fans.",โชคดีที่เราจัดการปัญหา... ไส้เดือนขนาดยักษ์กับกลุ่มแฟนคลับเล็ก ๆ ของมันได้,draft,
4554,CoordinatorReplics/Rorschach_Tutor_006,"I have a feeling there's a catch this time, too...",ผมรู้สึกว่าคราวนี้ก็ต้องมีอะไรแอบแฝงอีกแน่...,draft,
4555,CoordinatorReplics/Rorschach_Tutor_007,I'm forced to confirm your suspicions.,ฉันจำเป็นต้องยืนยันข้อสงสัยของคุณ,draft,
4556,CoordinatorReplics/Rorschach_Tutor_008,"Ferrosludge, or gray goo as it's more commonly known, has displayed... some unexpected and unpleasant tendencies toward uncontrolled expansion.",Ferrosludge หรือที่รู้จักกันทั่วไปว่าเมือกสีเทา แสดง... แนวโน้มที่ไม่คาดคิดและไม่น่าพอใจในการขยายตัวอย่างควบคุมไม่ได้,draft,
4557,CoordinatorReplics/Rorschach_Tutor_009,"The AM0N system, which coordinated the cybersoldiers, unexpectedly went out of control...",ระบบ AM0N ซึ่งประสานงานทหารไซเบอร์ จู่ ๆ ก็หลุดจากการควบคุม...,draft,
4558,CoordinatorReplics/Rorschach_Tutor_010,"The nanoparticles used to breed the techno-arachnids dispersed due to an unknown effect and, it seems, have uncontrollably taken root in other animal species",อนุภาคนาโนที่ใช้เพาะแมงเทคโนโลยีกระจายตัวจากผลกระทบไม่ทราบสาเหตุ และดูเหมือนจะฝังตัวในสัตว์สายพันธุ์อื่นอย่างควบคุมไม่ได้,draft,
4559,CoordinatorReplics/Rorschach_Tutor_011,"The symbiotic fungi apparently activated some previously little-studied areas of the brain, which could soon lead to irreversible consequences for us...",ดูเหมือนเชื้อราแบบพึ่งพาอาศัยจะกระตุ้นบริเวณสมองที่ยังมีการศึกษาน้อย ซึ่งอาจนำไปสู่ผลที่ย้อนกลับไม่ได้สำหรับเราในไม่ช้า...,draft,
4560,CoordinatorReplics/Rorschach_Tutor_012,"It seems a radically minded splinter group has broken off from the staff responsible for forming the crystal golems, and their aspirations are... concerning.",ดูเหมือนกลุ่มหัวรุนแรงได้แยกตัวออกจากเจ้าหน้าที่ที่รับผิดชอบการสร้างโกเลมผลึก และความมุ่งหมายของพวกเขา... น่าเป็นห่วง,draft,
4561,CoordinatorReplics/Rorschach_Tutor_013,"There's been an unexpected reshuffle in the leadership of the Technomancer Order, as a result of which radically minded masters are now effectively in charge...",เกิดการปรับเปลี่ยนผู้นำของภาคีเทคโนแมนเซอร์อย่างไม่คาดคิด ส่งผลให้เหล่าปรมาจารย์หัวรุนแรงขึ้นควบคุมอย่างแท้จริง...,draft,
4562,CoordinatorReplics/Rorschach_Tutor_014,The new generation of necrophage locusts has some rather unexpected and unpleasant properties. Not to say threatening ones...,ตั๊กแตนกินศพรุ่นใหม่มีคุณสมบัติที่ไม่คาดคิดและไม่น่าพอใจอย่างมาก จะเรียกว่าคุกคามก็ไม่ผิด...,draft,
4563,CoordinatorReplics/Rorschach_Tutor_015,"The hacker group ""BS0Dead"" carried out a mass hack of implants, which effectively allowed them to ""hack the minds"" of 95 percent of the city's residents...",กลุ่มแฮ็กเกอร์ ‘BS0Dead’ เจาะระบบอวัยวะเสริมครั้งใหญ่ ทำให้พวกเขา ‘แฮ็กจิตใจ’ ของประชากรในเมืองได้ถึง 95 เปอร์เซ็นต์...,draft,
4564,CoordinatorReplics/Rorschach_Tutor_016,The mass installation of low-quality implants has led to an unexpected side effect on the psyche. We're basically on the verge of total anarchy...,การติดตั้งอวัยวะเสริมคุณภาพต่ำจำนวนมากส่งผลข้างเคียงต่อสภาพจิตใจอย่างไม่คาดคิด เราแทบอยู่ริมขอบภาวะอนาธิปไตยเต็มรูปแบบ...,draft,
4565,CoordinatorReplics/Rorschach_Tutor_017,What a nightmare! What are we supposed to do?,เลวร้ายจริง ๆ! เราควรทำอย่างไร?,draft,
4566,CoordinatorReplics/Rorschach_Tutor_018,"Stay calm and keep working. A special analytical device, the Machina Fatorum, is currently being prepared.",ตั้งสติและทำงานต่อไป ขณะนี้กำลังเตรียมอุปกรณ์วิเคราะห์พิเศษ Machina Fatorum,draft,
4567,CoordinatorReplics/Rorschach_Tutor_019,That sounds impressive...,ฟังดูน่าประทับใจ...,draft,
